word,weight
বিরোধী,0.0004940444572025844
অর্থমন্ত্রী,0.0004940444572025836
ভারতের,0.0004931930810200463
ব্যাংক,0.0004931930810200456
গ্রেফতার,0.0004923509819275184
ঋণের,0.0004923509819275176
জোটকে,0.0004916799383594665
কেটে,0.0004916799383594656
কেজরিওয়ালের,0.0004915180771231018
সুদ,0.0004915180771231011
সম্ভব,0.0004906942843555803
আরো,0.0004906942843555795
মৃত্যুরোধ,0.0004898795219397716
বাড়ছে,0.0004898795219397708
এককাট্টা,0.0004893132948868441
দ্বিধাদ্বন্দ্ব,0.0004893132948868431
অকাল,0.0004890737087689469
খালেদা,0.0004890737087689461
লাখ,0.0004882767643246331
জিয়া,0.00048827676432463234
১১,0.00048748860868408296
সিসিইউতে,0.00048748860868408226
পারবে,0.0004869445022701439
পরিস্থিতি,0.00048694450227014296
বাস্তবায়ন,0.00048670916252566636
কায়রোয়,0.0004867091625256657
প্রস্তাব,0.00048593834713241076
গাজার,0.0004859383471324102
বাজেট,0.00048517608439389745
যুদ্ধবিরতি,0.00048517608439389696
জামিনে,0.0004845735356859731
অর্থনৈতিক,0.00048457353568597217
বিরোধীদের,0.00048442229680669574
আলোচনা,0.0004844222968066952
তামাক,0.0004836769074735021
সেপটিক,0.00048367690747350145
পীর,0.0004829398401011322
ট্যাংকে,0.00048293984010113156
চরমোনাই,0.00048221101899750086
শিক্ষার্থীর,0.0004822110189975002
মুক্তি,0.0004822003699962733
দেশের,0.0004822003699962725
চলছে,0.00048149036906770863
লাশ,0.00048149036906770787
অপপ্রচার,0.0004807778158093446
৯,0.00048077781580934385
সিন্ডিকেটভিত্তিক,0.00048007328530710246
এপ্রিল,0.00048007328530710186
পেলেন,0.0004798249797423268
কাদের,0.000479824979742326
বিরুদ্ধে,0.00047937670422679754
ছুটির,0.00047937670422679694
ইসলামের,0.00047868799980886275
সুপারিশ,0.0004786879998088621
সভাপতি,0.0004780070998613963
সরকারের,0.0004780070998613956
বিএনপির,0.0004774473391386093
অ্যাকশনে,0.00047744733913860846
শিবির,0.0004773339327528228
অভিযোগ,0.00047733393275282217
ছাত্রলীগ,0.00047666842740422705
আমলে,0.00047666842740422646
দিচ্ছেনা,0.00047601051328140974
নিলে,0.00047601051328140915
সংগঠনকে,0.0004753601203867144
ফেসবুক,0.00047536012038671387
দুলু,0.0004750674220664866
পাওয়া,0.00047506742206648584
মতালম্বী,0.00047471717925066427
ইউটিউব,0.0004747171792506636
ভিন্ন,0.00047408162092344786
বন্ধ,0.00047408162092344726
ক্যাম্পাসের,0.00047345337696628705
উইকেট,0.00047345337696628656
পয়সা,0.00047283237944271663
হারালে,0.00047283237944271614
বিরাজনীতিকরণের,0.0004726852020677486
জঙ্গিবাদের,0.00047268520206774777
৩,0.0004722185609098023
শেষ,0.0004722185609098018
কমলো,0.0004716118544093221
বিকেলটা,0.00047161185440932154
ভাড়া,0.00047101219345893126
হতো,0.00047101219345893066
বাস,0.0004704195120433311
বাংলাদেশের,0.0004704195120433305
নামে,0.00047030065233797513
বুয়েটে,0.00047030065233797427
কিলোমিটারে,0.0004698337446054574
ইমন,0.0004698337446054568
হামাসের,0.0004692548260377043
সাহার,0.00046925482603770363
অভিযোগ,0.00046868269167319707
হাত,0.0004686826916731965
ফাতাহ,0.0004681172772771255
ধরেই,0.0004681172772771249
বুয়েটকে,0.00046791374571972976
কাদের,0.0004679137457197289
পাঠিয়েছে,0.00046755851903814723
প্লেব্যাকে,0.00046755851903814674
বাহিনী,0.0004670063535598725
অভিষেক,0.000467006353559872
গাজায়,0.00046646071785243546
মুহিনের,0.0004664607178524349
সমন্বয়,0.00046592154932416135
কণ্ঠে,0.00046592154932416076
জঙ্গিবাদের,0.0004655244546955743
